49494956	1
86715302	3
86222005	2
35769806	3
35330207	3
86265302	3
35918907	3
86923102	3
86898002	3
35328607	3
35499107	3
35314607	3
86418403	3
35495407	1
86516802	3
35356208	3
86799202	3
86692802	3
86447602	3
35755505	3
35775308	1
35583908	3
86752702	3
86395303	3
86173503	3
86480503	3
35921307	3
86617703	3
86526602	3
86140203	3
26150344	3
35858507	3
86034803	3
86453702	3
86554002	3
86254703	3
35334207	3
86919902	3
44665656	2
86382703	3
86889702	3
86084403	2
86540115	3
86212403	3
35868800	3
35456008	3
86672102	3
86029403	3
86356303	3
86430499	3
86609202	3
86502802	2
35437706	3
35717202	2
86291103	3
86201803	3
86967102	3
86860702	3
86128503	3
86529703	3
86790902	3
86775002	3
35916507	3
86904302	3
86416203	3
86791402	3
86107603	3
86216574	1
86482703	3
86280703	3
86580002	3
86402203	3
86424603	3
86617103	3
86810002	3
86848802	3
86353903	3
86411803	3
86005103	2
86711102	3
35293308	3
86755402	3
86308103	3
86201703	3
86843602	3
86007903	3
86617202	3
35775207	3
35261108	3
35531508	3
86536802	3
86313902	3
86574403	2
86572402	3
35660408	3
86214303	3
86740302	3
86034303	3
35924906	3
35218907	3
86516402	3
86413403	3
86144303	3
86552222	3
86757502	3
35539608	3
86291703	3
35722407	3
86293103	1
35947708	3
86693703	3
86757802	3
86523203	3
35308407	3
86880602	3
86590603	3
86073003	3
86111003	3
86132203	3
86617003	3
35180406	3
35358307	3
35204807	3
86576402	3
86263479	1
35669508	3
35862407	3
86121078	3
35523004	2
86345254	3
86193403	3
35859207	3
35575707	3
86993804	2
35812707	3
35919107	3
86451402	3
86256503	3
35510006	3
86389403	3
35584208	3
35326807	3
86698402	1
86258725	3
86297303	3
35931006	3
35856707	3
86940902	3
35530107	3
86250803	3
86829902	3
86264403	3
86877002	3
86770602	3
35530808	3
86652203	3
86567503	3
86957302	3
86651003	3
86130903	3
86237303	3
86430202	3
86121324	1
35577707	3
86239503	3
86600103	3
86114103	3
35947008	3
86556786	3
35775407	3
86747202	3
35884405	3
86508603	3
86191303	3
86456213	3
35382308	3
86489002	3
86803802	3
35202507	3
88283703	3
35905706	3
86545444	3
35209006	3
86203502	3
86477802	3
86558302	3
86293703	3
86390503	3
86662002	3
86351103	3
86844400	3
86944007	3
86558703	3
86751602	3
86952702	3
86483303	3
35503230	3
35575708	3
35437606	3
35437906	3
86642501	2
35377107	3
35670908	3
86613202	2
35796105	1
35869507	3
35328008	3
99000285	3
35881207	3
35833108	1
86439402	3
35953903	3
86518224	3
86412903	3
86632802	3
86739202	3
86439903	3
86540701	3
86514325	1
86935302	2
35495207	3
86824402	3
35162407	3
86730402	3
86537503	3
86995302	3
86417803	3
86452404	3
35671108	3
86441103	3
86606802	3
86069302	3
86379303	3
86920002	3
86727103	3
86994564	3
86940202	3
86635403	3
38572907	3
35860907	3
86581402	3
35246107	3
86738902	3
86950602	3
86955802	3
86434102	3
86237202	3
86633302	1
86609003	3
86862016	3
86902187	3
86532503	3
35688106	3
86644602	3
86175203	3
35616007	3
35698856	3
86736802	3
86734802	3
86461403	3
86635103	3
35596606	1
86289903	3
86781201	3
86481902	3
35922706	3
35670508	3
86044203	3
86750202	3
86778202	3
35919707	1
86671802	3
86508103	3
86955502	3
86572203	3
35881107	3
35425705	3
35818206	3
35812106	3
35531608	3
35535708	3
86196202	3
35530606	3
86434103	3
86647904	3
35569007	3
86399803	3
86002177	3
86333203	3
86391203	3
86436203	3
86186003	3
86391836	3
86604802	3
86500203	3
86858302	3
35851106	3
86115103	1
86963602	3
35670208	3
86364503	3
86802602	3
86819002	3
86487303	3
35821707	3
86410303	3
86465702	3
86268803	3
86205103	3
86611803	3
86858802	3
86874602	3
86873602	3
86429403	3
86067002	3
35208507	3
86986802	3
86192303	3
35419407	3
35946208	3
86764102	3
86188803	3
86073803	3
86159403	3
86623903	3
35543107	3
35569207	3
86870300	3
35408208	3
86160303	3
86669703	3
86851202	3
35662807	3
86330003	2
86690302	3
86220303	3
86184703	3
86597201	3
35866406	1
35329007	3
86294903	3
35531708	1
35840708	3
35947108	3
35863807	3
86746602	3
35994807	3
86278403	3
86984402	3
86191806	3
35312207	3
86384503	3
35533208	3
86676902	3
86221703	3
86328103	3
86242603	3
35920207	3
35948208	3
35542007	3
35349108	3
86236303	3
35921707	3
86780202	3
35456790	3
86532300	3
99999999	3
86665202	3
35715608	3
35772108	3
86461303	3
35381708	3
35994207	3
86657002	3
86106413	1
86482403	3
86928802	3
86017903	3
35541507	3
86220003	3
86748902	3
35830707	3
35522808	3
86548976	3
86738302	2
86369703	3
86646902	3
35879208	3
86713102	3
35600107	3
86142603	1
86405502	3
86247103	3
86984651	2
35381308	3
86629603	3
35498507	3
35535508	3
86861478	3
86080003	2
35773205	3
88284403	2
35925106	3
35539808	3
35326007	3
86326203	3
86284403	3
86317000	3
86230403	3
86368503	3
35167307	3
86623202	3
35272207	3
86292213	3
86296303	3
86245703	3
86571402	3
86648903	3
63459354	3
35660608	3
88767486	3
80120101	3
86185103	3
86891102	3
86591803	3
86224503	3
35669908	3
35862807	3
86253403	3
86297503	3
35931206	3
35333607	3
86196203	3
86998823	3
86010503	3
86360403	3
86130403	3
35895808	3
86174203	3
86580903	3
86215503	3
35928606	3
35540207	3
86698503	3
86556102	3
86732402	3
86026403	3
86372603	3
35300307	2
86479003	3
86765202	3
86310003	3
84856600	3
86566602	1
86659802	2
35342508	3
86627303	3
86114203	3
86504403	3
86397861	3
86278303	3
86208603	3
35262106	3
35857007	3
86574703	3
86874002	3
35572508	3
86379802	3
35851107	3
86229003	3
86935002	3
86313602	3
86493702	3
86109303	3
86377403	3
35960108	3
36879587	3
35538007	3
86293203	3
35947808	3
86297302	3
35162307	3
86539303	3
86026203	3
86432903	3
86266003	3
86664102	3
86555303	3
86927002	3
86972202	3
86329003	1
35583808	3
35534608	3
86706402	3
86416266	3
86730802	1
86669702	3
86711002	3
35207006	3
86215954	3
35542507	3
86524986	3
35495107	3
86564654	2
86333102	3
86146803	3
35206906	3
86570403	3
86360103	3
35301807	3
86848602	3
86105010	3
35598105	3
86756702	3
